Index,Height(Inches),Weight(Pounds),Height(m),Weight(kg),IMT
12145,65.84071,122.6521,1.64601775,55.6245351473923,20.5303978894245
12146,68.79573,116.2171,1.71989325,52.7061678004535,17.8179795551176
12147,68.12082,138.7471,1.7030205,62.9238548752834,21.6957950274168
12148,64.31209,135.5388,1.60780225,61.468843537415,23.778791468219
12149,67.99862,128.5274,1.6999655,58.2890702947846,20.1700471340159
12150,68.44172,126.6112,1.711043,57.4200453514739,19.6128941026534
12151,71.00788,143.4924,1.775197,65.0759183673469,20.6503394567836
12152,64.07458,121.5426,1.6018645,55.1213605442177,21.4816865357771
12153,66.81797,117.2431,1.67044925,53.1714739229025,19.0551392792411
12154,68.00128,137.5348,1.700032,62.3740589569161,21.5819068592906
12155,65.46423,124.8913,1.63660575,56.6400453514739,21.146351508629
12156,67.39722,129.1587,1.6849305,58.5753741496599,20.6324636062529
12157,66.27501,100.1148,1.65687525,45.403537414966,16.5390312995961
12158,69.6573,140.3259,1.7414325,63.6398639455782,20.9853371905329
12159,67.86229,122.4027,1.69655725,55.5114285714286,19.2861422237978
12160,68.5617,121.4645,1.7140425,55.0859410430839,18.749841495056
12161,66.77693,130.2914,1.66942325,59.0890702947846,21.2018736295451
12162,62.89638,120.599,1.5724095,54.6934240362812,22.120951054313
12163,67.09047,118.2317,1.67726175,53.6198185941043,19.0600332692106
12164,67.9903,114.796,1.6997575,52.0616780045351,18.0195619632218
12165,70.70392,130.7639,1.767598,59.3033560090703,18.9807018814808
12166,67.82304,134.663,1.695576,61.0716553287982,21.242477656645
12167,67.15786,114.8141,1.6789465,52.0698866213152,18.4719573468414
12168,65.92163,115.4548,1.64804075,52.3604535147392,19.2782455429246
12169,70.02526,125.8528,1.7506315,57.0760997732426,18.6236504238125
12170,71.12524,140.4603,1.778131,63.7008163265306,20.1473295753758
12171,62.74696,126.8135,1.568674,57.51179138322,23.3717643320423
12172,68.94674,140.2945,1.7236685,63.6256235827664,21.4153196838852
12173,65.25058,127.0436,1.6312645,57.6161451247166,21.6518708444465
12174,67.14245,120.5611,1.67856125,54.6762358276644,19.4054725033595
12175,68.68723,130.8492,1.71718075,59.3420408163265,20.1247482074621
12176,68.62073,145.2174,1.71551825,65.858231292517,22.3779025333298
12177,68.11324,116.5409,1.702831,52.8530158730159,18.2274820008645
12178,66.86238,119.1125,1.6715595,54.0192743764172,19.3332588589541
12179,65.40349,101.3363,1.63508725,45.9575056689342,17.1899488882276
12180,66.2707,103.4722,1.6567675,46.9261678004535,17.0958994949295
12181,66.86583,116.1746,1.67164575,52.6868934240363,18.8544598471449
12182,71.66678,134.8888,1.7916695,61.1740589569161,19.0568666925577
12183,68.00017,125.8476,1.70000425,57.0737414965986,19.7486007366648
12184,68.66882,139.4216,1.7167205,63.2297505668934,21.4546918931181
12185,70.35973,129.0875,1.75899325,58.5430839002268,18.9211378791199
12186,67.76052,131.0901,1.694013,59.4512925170068,20.7170456643095
12187,69.21882,134.1076,1.7304705,60.8197732426304,20.3103027149036
12188,67.74631,105.6764,1.69365775,47.9258049886621,16.7077554060602
12189,64.15971,129.8562,1.60399275,58.8917006802721,22.8901845522498
12190,67.62334,110.6548,1.6905835,50.1835827664399,17.5585404250767
12191,67.89328,117.09,1.697332,53.1020408163265,18.4322186690852
12192,65.48471,129.224,1.63711775,58.6049886621315,21.8662722853326
12193,68.32528,103.4745,1.708132,46.9272108843537,16.0835489482236
12194,68.2654,143.7801,1.706635,65.2063945578231,22.3876697366134
12195,72.42057,144.387,1.81051425,65.4816326530612,19.976325430385
12196,66.91696,123.0398,1.672924,55.8003628117914,19.9381380825989
12197,69.43684,137.6724,1.735921,62.436462585034,20.7194572890646
12198,68.85114,133.1969,1.7212785,60.4067573696145,20.3884042138419
12199,68.37809,122.8097,1.70945225,55.6960090702948,19.0594396551052
12200,66.05187,130.5855,1.65129675,59.2224489795918,21.718814207318
12201,71.2338,125.9994,1.780845,57.1425850340136,18.0180438988207
12202,67.45676,108.6551,1.686419,49.2766893424036,17.3264882732947
12203,67.2524,153.3825,1.68131,69.5612244897959,24.6077341474773
12204,68.11876,124.9622,1.702969,56.6721995464853,19.5414409203912
12205,70.95119,140.1531,1.77377975,63.5614965986395,20.2020168639431
12206,66.29131,130.8994,1.65728275,59.3648072562358,21.6140345884587
12207,70.1926,135.1047,1.754815,61.2719727891157,19.897530886861
12208,67.35325,134.6156,1.68383125,61.0501587301587,21.532262561435
12209,64.46167,135.8058,1.61154175,61.5899319727891,23.7151896471709
12210,70.85183,143.2765,1.77129575,64.9780045351474,20.710195992955
12211,64.58449,122.8244,1.61461225,55.7026757369614,21.3668042459987
12212,67.11487,128.9426,1.67787175,58.4773696145125,20.7716169577977
12213,68.2263,127.832,1.7056575,57.9736961451247,19.9272483535912
12214,67.15835,127.2791,1.67895875,57.722947845805,20.477099924283
12215,66.82518,132.5872,1.6706295,60.1302494331066,21.5443161550036
12216,69.46473,119.5371,1.73661825,54.2118367346939,17.9756829852188
12217,67.51664,125.0381,1.687916,56.7066213151927,19.9036218594365
12218,67.11773,118.6122,1.67794325,53.792380952381,19.1058441416664
12219,69.12468,136.3269,1.728117,61.8262585034014,20.702685294964
12220,69.29808,118.53,1.732452,53.7551020408163,17.9100694189214
12221,66.9325,127.2762,1.6733125,57.7216326530612,20.6150549096038
12222,70.25476,131.7454,1.756369,59.7484807256236,19.3684711137991
12223,69.99264,148.4428,1.749816,67.3209977324263,21.9869899133188
12224,68.38126,127.1378,1.7095315,57.6588662131519,19.7293093817806
12225,69.74475,139.2463,1.74361875,63.1502494331066,20.771698450555
12226,70.44609,123.8717,1.76115225,56.177641723356,18.1121372341754
12227,66.91785,118.0017,1.67294625,53.5155102040816,19.1212242444223
12228,64.7893,122.4913,1.6197325,55.5516099773243,21.1743485253903
12229,71.65016,134.6808,1.791254,61.0797278911565,19.0363090644009
12230,65.12654,114.3412,1.6281635,51.8554195011338,19.5613184327177
12231,68.05579,127.2138,1.70139475,57.6933333333333,19.9303743037102
12232,65.79014,125.9146,1.6447535,57.104126984127,21.1089124131652
12233,66.94808,132.2477,1.673702,59.9762811791383,21.4103251945575
12234,65.67741,121.675,1.64193525,55.1814058956916,20.4682497644946
12235,69.03795,108.3441,1.72594875,49.1356462585034,16.4945655469156
12236,69.86852,151.5482,1.746713,68.7293424036281,22.5267782322208
12237,64.77588,113.1183,1.619397,51.3008163265306,19.5621964136249
12238,70.23879,127.2366,1.75596975,57.7036734693878,18.7141196350245
12239,67.63708,124.7167,1.690927,56.5608616780045,19.7818224452631
12240,67.51121,138.459,1.68778025,62.7931972789116,22.043512389949
12241,67.82751,112.3725,1.69568775,50.9625850340136,17.7239160215465
12242,70.58388,156.3417,1.764597,70.9032653061224,22.770636113666
12243,69.66437,133.6791,1.74160925,60.6254421768707,19.987269754235
12244,66.28256,108.6047,1.657064,49.2538321995465,17.9374813233723
12245,65.37604,123.3283,1.634401,55.931201814059,20.9380827847813
12246,70.65344,138.4873,1.766336,62.8060317460317,20.1305070207192
12247,71.38739,144.9405,1.78468475,65.7326530612245,20.6375498861347
12248,69.36593,124.3237,1.73414825,56.3826303854875,18.7487746418966
12249,69.67527,148.3828,1.74188175,67.2937868480726,22.1787788353735
12250,70.3007,143.818,1.7575175,65.2235827664399,21.115692795856
12251,65.16553,115.8163,1.62913825,52.5243990929705,19.7899734532914
12252,68.33872,132.5597,1.708468,60.1177777777778,20.5963005775672
12253,68.38456,123.041,1.709614,55.8009070294785,19.0917231115222
12254,65.55581,115.654,1.63889525,52.4507936507936,19.5276359938594
12255,70.17992,121.6342,1.754498,55.1629024943311,17.9201381872788
12256,67.31808,123.3304,1.682952,55.9321541950113,19.7477712207931
12257,68.58594,115.2254,1.7146485,52.2564172335601,17.7741738157778
12258,72.37217,134.1157,1.80930425,60.8234467120181,18.5800902939793
12259,70.20267,156.1811,1.75506675,70.8304308390023,22.9949572456478
12260,68.39107,116.6836,1.70977675,52.9177324263038,18.1018270717812
12261,70.2734,152.4301,1.756835,69.1292970521542,22.3975332934982
12262,69.0748,138.6826,1.72687,62.8946031746032,21.0908504265428
12263,68.4253,125.4829,1.7106325,56.9083446712018,19.4474433685605
12264,66.13668,132.1366,1.653417,59.92589569161,21.9204636951464
12265,67.85165,122.8117,1.69629125,55.6969160997732,19.3566548202293
12266,66.95818,114.1717,1.6739545,51.7785487528345,18.4783239022755
12267,65.98578,115.7531,1.6496445,52.4957369614513,19.2904922550976
12268,67.95387,123.3642,1.69884675,55.9474829931973,19.3852830017179
12269,66.27293,117.9091,1.65682325,53.473514739229,19.4798841596552
12270,68.52896,127.998,1.713224,58.0489795918367,19.7772676339124
12271,68.2623,127.3359,1.7065575,57.7487074829932,19.8289819219181
12272,66.34027,114.5888,1.65850675,51.9677097505669,18.8929202263035
12273,69.37304,137.1683,1.734326,62.2078458049887,20.6815789760304
12274,65.26199,122.0038,1.63154975,55.3305215419501,20.7856744881669
12275,68.70917,119.6392,1.71772925,54.2581405895692,18.3888887129376
12276,65.52726,123.7422,1.6381815,56.1189115646258,20.9115009007632
12277,67.69321,124.275,1.69233025,56.3605442176871,19.6790868839643
12278,68.9238,136.1853,1.723095,61.7620408163265,20.8019090687016
12279,66.1141,113.5469,1.6528525,51.4951927437642,18.8494416396465
12280,68.06372,127.6532,1.701593,57.8926077097506,19.9945544860146
12281,67.59091,116.9586,1.68977275,53.0424489795918,18.5766313587328
12282,68.92378,121.6715,1.7230945,55.1798185941043,18.5849790551652
12283,69.89731,148.2053,1.74743275,67.2132879818594,22.0117311236215
12284,66.99788,114.555,1.674947,51.952380952381,18.5183938841424
12285,68.16828,133.9443,1.704207,60.7457142857143,20.9156301428021
12286,68.43843,115.666,1.71096075,52.4562358276644,17.9191345106429
12287,67.78708,122.3734,1.694677,55.4981405895692,19.32433520098
12288,69.60158,121.3371,1.7400395,55.0281632653061,18.1746812476102
12289,68.25161,123.1813,1.70629025,55.8645351473923,19.1880292136162
12290,66.41627,98.73281,1.66040675,44.7767845804989,16.2414172307976
12291,68.20539,116.9375,1.70513475,53.0328798185941,18.2401245932689
12292,69.21756,129.3186,1.730439,58.6478911564626,19.5857321760998
12293,64.0896,109.3183,1.60224,49.5774603174603,19.3120837503229
12294,66.27351,127.1996,1.65683775,57.6868934240363,21.0144094329728
12295,65.67844,101.6524,1.641961,46.1008616780045,17.0994982825
12296,68.19255,138.3676,1.70481375,62.751746031746,21.5909591320362
12297,69.44838,137.7202,1.7362095,62.4581405895692,20.719763524822
12298,67.19421,103.7516,1.67985525,47.0528798185941,16.6741032759702
12299,67.12478,116.941,1.6781195,53.0344671201814,18.8326936368301
12300,64.54169,125.1319,1.61354225,56.7491609977324,21.7971022601668
12301,69.53675,141.507,1.73841875,64.1755102040816,21.2354043563969
12302,67.2357,122.1695,1.6808925,55.4056689342404,19.609852355671
12303,67.95026,129.204,1.6987565,58.5959183673469,20.3050985799365
12304,67.426,126.447,1.68565,57.3455782312925,20.1820429656906
12305,67.28909,122.0906,1.68222725,55.3698866213152,19.5661017094563
12306,64.99608,136.7717,1.624902,62.0279818594104,23.4927201193446
12307,65.43867,130.2553,1.63596675,59.0726984126984,22.0718056998127
12308,68.24171,120.773,1.70604275,54.772335600907,18.8183456589193
12309,67.04762,119.6362,1.6761905,54.2567800453515,19.3111112799013
12310,66.53415,112.9701,1.66335375,51.2336054421769,18.5176416776923
12311,68.88695,121.8495,1.72217375,55.2605442176871,18.6320751451111
12312,67.83407,138.1722,1.69585175,62.6631292517007,21.7889504340098
12313,66.37759,123.5915,1.65943975,56.050566893424,20.3543403208846
12314,65.36769,119.7125,1.63419225,54.2913832199546,20.329402452292
12315,70.68318,135.8685,1.7670795,61.6183673469388,19.7332223616064
12316,65.49411,141.3237,1.63735275,64.0923809523809,23.9068247681031
12317,67.91316,121.3794,1.697829,55.0473469387755,19.0962678633458
12318,70.79802,126.3383,1.7699505,57.2962811791383,18.2895994193337
12319,68.51827,128.0545,1.71295675,58.0746031746032,19.7921719568208
12320,67.47969,126.4347,1.68699225,57.34,20.1479801214448
12321,65.24066,123.3877,1.6310165,55.9581405895692,21.03519614282
12322,64.32772,118.5248,1.608193,53.7527437641723,20.7837687936688
12323,70.41288,152.7421,1.760322,69.2707936507936,22.3545499070047
12324,66.6237,115.2339,1.6655925,52.2602721088435,18.8379722805316
12325,65.90593,108.2655,1.64764825,49.1,18.0864149001117
12326,66.52769,112.5525,1.66319225,51.0442176870748,18.4527733237376
12327,69.31461,126.7857,1.73286525,57.4991836734694,19.1483824744644
12328,62.87739,103.6848,1.57193475,47.0225850340136,19.0299422744443
12329,68.92071,130.7199,1.72301775,59.2834013605442,19.9688755450655
12330,66.13747,108.3422,1.65343675,49.1347845804989,17.9727231238627
12331,69.99833,122.5223,1.74995825,55.5656689342404,18.1447576507182
12332,68.46595,138.7703,1.71164875,62.9343764172336,21.4812049573565
12333,69.25966,133.9125,1.7314915,60.7312925170068,20.256844593722
12334,69.93628,128.1196,1.748407,58.104126984127,19.0073646732548
12335,67.01834,123.4636,1.6754585,55.9925623582766,19.9463296418597
12336,69.77194,130.8096,1.7442985,59.3240816326531,19.4979705097623
12337,68.65212,139.4811,1.716303,63.2567346938775,21.4742916294386
12338,68.44554,111.1441,1.7111385,50.4054875283447,17.2150185060145
12339,67.88896,118.4146,1.697224,53.7027664399093,18.6431086121655
12340,68.68925,121.2378,1.71723125,54.9831292517007,18.6454078228943
12341,65.56401,105.3675,1.63910025,47.7857142857143,17.7863588017307
12342,69.20112,139.431,1.730028,63.2340136054422,21.1273235904203
12343,68.41482,134.6557,1.7103705,61.0683446712018,20.875445545576
12344,69.09655,123.0012,1.72741375,55.7828571428571,18.6942484490024
12345,68.9416,128.8854,1.72354,58.4514285714286,19.6767059681659
12346,67.9139,127.2376,1.6978475,57.704126984127,20.0174851914749
12347,68.29377,134.5271,1.70734425,61.010022675737,20.9295067741877
12348,66.32216,134.3075,1.658054,60.9104308390023,22.1561517012397
12349,68.20057,126.9387,1.70501425,57.5685714285714,19.8029288192333
12350,69.63237,145.2524,1.74080925,65.87410430839,21.7376379819053
12351,68.33465,117.3751,1.70836625,53.2313378684807,18.2391844535948
12352,69.88231,143.9678,1.74705775,65.2915192743764,21.3915499096434
12353,67.11991,115.2308,1.67799775,52.2588662131519,18.5599685047683
12354,70.53097,125.8404,1.76327425,57.0704761904762,18.3557344255538
12355,67.83481,135.7228,1.69587025,61.5522902494331,21.4022273781752
12356,68.8196,128.3999,1.72049,58.2312471655329,19.6721481440436
12357,68.0312,125.4532,1.70078,56.8948752834467,19.6687549407866
12358,69.03316,134.1379,1.725829,60.833514739229,20.4243095673104
12359,67.26332,126.7256,1.681583,57.4719274376417,20.3244660964267
12360,66.39875,135.3503,1.65996875,61.3833560090703,22.2766973416551
12361,64.7363,109.3803,1.6184075,49.6055782312925,18.938900031882
12362,69.25052,111.9038,1.731263,50.750022675737,16.9320735218581
12363,69.50292,146.6922,1.737573,66.527074829932,22.0349621633599
12364,68.11694,128.3326,1.7029235,58.2007256235828,20.0695725080067
12365,69.37864,126.2731,1.734466,57.2667120181406,19.0357795542766
12366,66.1219,115.3591,1.6530475,52.317052154195,19.1457594952495
12367,65.43542,127.2422,1.6358855,57.7062131519274,21.5633766906145
12368,70.94749,144.8983,1.77368725,65.713514739229,20.8881803279797
12369,65.68418,114.6552,1.6421045,51.9978231292517,19.2833986658396
12370,68.70422,131.8082,1.7176055,59.7769614512472,20.2622183574794
12371,68.3036,136.9984,1.70759,62.1307936507936,21.3078531787975
12372,71.1963,141.1763,1.7799075,64.0255328798186,20.2096287519404
12373,68.57603,141.8451,1.71440075,64.328843537415,21.8867384446819
12374,70.22202,128.7039,1.7555505,58.3691156462585,18.9389745143618
12375,67.08514,119.7705,1.6771285,54.3176870748299,19.3111701561391
12376,65.68889,120.9908,1.64222225,54.8711111111111,20.3460398411834
12377,67.51772,125.2817,1.687943,56.8170975056689,19.9417602345254
12378,70.30046,138.3313,1.7575115,62.735283446712,20.3102614327083
12379,68.71184,119.1353,1.717796,54.0296145124717,18.3100147738855
12380,69.11819,133.7623,1.72795475,60.6631746031746,20.3170384775402
12381,65.66806,122.5953,1.6417015,55.5987755102041,20.6289364007979
12382,64.35738,104.8098,1.6089345,47.5327891156463,18.3618556938116
12383,69.50005,135.985,1.73750125,61.671201814059,20.4282968636779
12384,67.99347,119.7518,1.69983675,54.3092063492063,18.7957226346499
12385,68.84027,125.351,1.72100675,56.8485260770975,19.1934949054183
12386,66.65667,127.9004,1.66641675,58.004716553288,20.8879617892584
12387,64.57652,125.8364,1.614413,57.0686621315193,21.8961822570119
12388,68.25611,130.0452,1.70640275,58.9774149659864,20.2545523141832
12389,70.1304,130.4494,1.75326,59.1607256235828,19.2460160136839
12390,69.15411,137.9543,1.72885275,62.5643083900227,20.9319957508931
12391,66.00913,129.3445,1.65022825,58.6596371882086,21.5402796653263
12392,65.25623,129.8806,1.63140575,58.9027664399093,22.1315440859765
12393,65.38594,111.8541,1.6346485,50.7274829931973,18.9842984766471
12394,68.92278,118.3422,1.7230695,53.6699319727891,18.0769623994676
12395,67.05723,133.6179,1.67643075,60.5976870748299,21.5617899783381
12396,67.30535,136.954,1.68263375,62.1106575963719,21.9374900084471
12397,64.88411,140.0156,1.62210275,63.4991383219955,24.1329887730736
12398,66.28154,100.9385,1.6570385,45.7770975056689,16.6718216129991
12399,70.93763,135.4012,1.77344075,61.406439909297,19.5245284012888
12400,70.63453,133.6095,1.76586325,60.5938775510204,19.4318705280344
12401,69.46661,128.8735,1.73666525,58.4460317460317,19.3786179647154
12402,67.96774,143.9946,1.6991935,65.3036734693877,22.6178820942049
12403,70.0157,134.9027,1.7503925,61.1803628117914,19.9683031115592
12404,68.46486,102.6906,1.7116215,46.5717006802721,15.8966872977675
12405,65.54388,108.3486,1.638597,49.1376870748299,18.3008136777805
12406,69.57076,134.1768,1.739269,60.851156462585,20.1157080396694
12407,68.70712,122.7974,1.717678,55.6904308390023,18.8754394397992
12408,66.47937,126.4091,1.66198425,57.3283900226757,20.7546750348736
12409,65.6515,138.9004,1.6412875,62.9933786848072,23.3843648679103
12410,64.8085,118.4505,1.6202125,53.7190476190476,20.46370882162
12411,69.20954,128.4521,1.7302385,58.2549206349206,19.4590069033252
12412,71.2453,140.3166,1.7811325,63.6356462585034,20.058941074061
12413,66.78091,133.1914,1.66952275,60.4042630385487,21.6711973596085
12414,66.66698,118.2094,1.6666745,53.6097052154195,19.2993124635875
12415,67.46012,130.3946,1.686503,59.135873015873,20.7910669311668
12416,68.39734,132.1677,1.7099335,59.94,20.5002093881755
12417,66.05758,106.7136,1.6514395,48.3961904761905,17.7454019594768
12418,70.74289,129.1447,1.76857225,58.5690249433107,18.725023921667
12419,69.0472,112.5379,1.72618,51.0375963718821,17.1284495204306
12420,65.25487,113.0535,1.63137175,51.2714285714286,19.2650235106736
12421,70.83969,136.1852,1.77099225,61.7619954648526,19.6919170539599
12422,66.48308,129.5826,1.662077,58.767619047619,21.2733466163632
12423,64.86362,131.524,1.6215905,59.6480725623583,22.6837071506792
12424,64.89809,104.151,1.62245225,47.2340136054422,17.9436587898051
12425,66.91413,131.8421,1.67285325,59.792335600907,21.3663249589994
12426,68.79811,138.0315,1.71995275,62.5993197278911,21.1610191971025
12427,68.26946,139.016,1.7067365,63.0458049886621,21.6432881559301
12428,68.87518,145.2094,1.7218795,65.8546031746032,22.2116400072003
12429,68.51555,116.7877,1.71288875,52.9649433106576,18.0522025515006
12430,64.25854,117.9964,1.6064635,53.5131065759637,20.7356874740094
12431,71.84377,149.3361,1.79609425,67.7261224489796,20.9941340762113
12432,71.08684,148.1875,1.777171,67.2052154195011,21.2786730666862
12433,64.2151,121.7215,1.6053775,55.2024943310658,21.4192548446342
12434,62.63566,108.8842,1.5658915,49.380589569161,20.1387697908094
12435,65.81205,120.7095,1.64530125,54.743537414966,20.2228332986002
12436,67.33833,137.2586,1.68345825,62.248798185941,21.9647503012654
12437,65.81917,113.1984,1.64547925,51.3371428571429,18.9603728960953
12438,67.99186,114.8133,1.6997965,52.0695238095238,18.0214505553129
12439,69.11226,137.8176,1.7278065,62.5023129251701,20.9365867970376
12440,71.84641,132.2059,1.79616025,59.9573242630386,18.5845513487991
12441,72.71856,134.3143,1.817964,60.913514739229,18.4307539527449
12442,67.57166,127.0006,1.6892915,57.5966439909297,20.1831052649564
12443,66.86178,124.9583,1.6715445,56.6704308390023,20.282460019672
12444,67.18912,131.2947,1.679728,59.5440816326531,21.1038007571207
12445,67.68132,122.2843,1.692033,55.4577324263039,19.3706614232135
12446,66.23406,113.5248,1.6558515,51.4851700680272,18.7775695843045
12447,64.74007,87.3791,1.61850175,39.6277097505669,15.1276903649623
12448,67.97426,120.9928,1.6993565,54.8720181405896,19.0012398217749
12449,70.57709,131.9995,1.76442725,59.8637188208617,19.2289769768822
12450,72.00389,147.4338,1.80009725,66.8634013605442,20.6346225259397
12451,67.60891,130.389,1.69022275,59.1333333333333,20.6987669577964
12452,66.68001,118.2663,1.66700025,53.6355102040816,19.3010566872767
12453,70.70574,124.06,1.7676435,56.2630385487528,18.006687261374
12454,67.75154,123.0129,1.6937885,55.7881632653061,19.4457054654513
12455,69.21119,134.49,1.73027975,60.9931972789116,20.3727074836861
12456,70.08521,120.7698,1.75213025,54.7708843537415,17.840908997534
12457,68.45585,122.5019,1.71139625,55.5564172335601,18.9685039254686
12458,68.86915,129.1183,1.72172875,58.557052154195,19.7537586166366
12459,67.92791,117.2508,1.69819775,53.1749659863946,18.4387169895036
12460,70.4825,136.7279,1.7620625,62.0081179138322,19.9712814612811
12461,69.32572,122.6077,1.733143,55.6043990929705,18.5114465301523
12462,67.52547,148.9945,1.68813675,67.571201814059,23.7108102245004
12463,65.62965,131.0125,1.64074125,59.4160997732426,22.0710983732779
12464,67.89239,128.1211,1.69730975,58.1048072562358,20.1692548203514
12465,68.12894,116.1115,1.7032235,52.6582766439909,18.1519530924619
12466,69.54996,146.4172,1.738749,66.402358276644,21.963913119165
12467,66.8999,125.8277,1.6724975,57.064716553288,20.4003073192635
12468,67.60053,113.744,1.69001325,51.5845804988662,18.0609123062
12469,65.23102,127.9767,1.6307755,58.0393197278912,21.8239801061832
12470,68.51538,127.1196,1.7128845,57.650612244898,19.6493308380546
12471,71.76225,123.2438,1.79405625,55.8928798185941,17.365383371038
12472,66.54347,132.6527,1.66358675,60.1599546485261,21.7378503616183
12473,66.45278,123.5997,1.6613195,56.0542857142857,20.3096527237181
12474,69.74047,128.9735,1.74351175,58.4913832199546,19.2416422023325
12475,68.15836,129.8696,1.703959,58.8977777777778,20.2852622946037
12476,66.03258,120.1757,1.6508145,54.5014512471655,19.9991490419734
12477,64.73717,113.7689,1.61842925,51.595873015873,19.6982446703983
12478,65.58498,112.9359,1.6396245,51.2180952380952,19.0517390822868
12479,66.54497,122.2424,1.66362425,55.4387301587302,20.0310073130634
12480,69.41557,140.4464,1.73538925,63.6945124716553,21.1498948274791
12481,70.6516,148.6669,1.76629,67.4226303854875,21.6113387856833
12482,69.55188,132.2138,1.738797,59.9609070294785,19.832178806584
12483,67.89495,132.9517,1.69737375,60.2955555555555,20.928125840129
12484,67.31471,138.8578,1.68286775,62.9740589569161,22.2362583283551
12485,63.75295,118.195,1.59382375,53.6031746031746,21.1013345493549
12486,67.2233,125.6088,1.6805825,56.9654421768707,20.1693451994266
12487,67.54931,126.4352,1.68873275,57.3402267573696,20.1065498243068
12488,66.91107,122.745,1.67277675,55.6666666666667,19.8938687925692
12489,69.09424,122.6279,1.727356,55.6135600907029,18.6387589402075
12490,67.09958,118.5781,1.6774895,53.7769160997732,19.1106858129227
12491,70.47341,140.9829,1.76183525,63.9378231292517,20.5981044516056
12492,69.68349,127.9623,1.74208725,58.0327891156463,19.1220143253812
12493,68.56579,133.3859,1.71414475,60.4924716553288,20.5876294951885
12494,67.43454,123.6383,1.6858635,56.07179138322,19.7287520724631
12495,66.55213,115.8177,1.66380325,52.5250340136054,18.9741533272169
12496,68.0387,138.3228,1.7009675,62.7314285714286,21.6816907800434
12497,69.78338,124.3807,1.7445845,56.4084807256236,18.533625518237
12498,67.94391,131.2025,1.69859775,59.5022675736961,20.6230278204569
12499,66.63849,126.9132,1.66596225,57.5570068027211,20.7380486169752
12500,68.45079,127.414,1.71126975,57.784126984127,19.732022835666
12501,70.07106,113.5241,1.7517765,51.4848526077097,16.7773004406647
12502,69.31026,114.3171,1.7327565,51.8444897959184,17.2674231405867
12503,71.75837,135.6142,1.79395925,61.5030385487528,19.1104725022693
12504,69.71622,140.662,1.7429055,63.7922902494331,21.0000589352944
12505,66.99944,130.037,1.674986,58.9736961451247,21.0201584268871
12506,72.48928,138.7557,1.812232,62.9277551020408,19.160844628437
12507,66.28225,117.5711,1.65705625,53.3202267573696,19.418580754402
12508,66.00195,130.7777,1.65004875,59.3096145124717,21.7836951363623
12509,68.5202,118.5414,1.713005,53.7602721088435,18.3207900142254
12510,67.26404,121.9478,1.681601,55.3051247165533,19.557775747413
12511,65.81057,120.8452,1.64526425,54.8050793650794,20.2464781432258
12512,68.39663,140.8006,1.70991575,63.8551473922902,21.8396908507213
12513,69.54723,139.1849,1.73868075,63.1224036281179,20.880641466239
12514,68.82906,126.3249,1.7207265,57.2902040816327,19.3489176001625
12515,67.68691,121.9448,1.69217275,55.3037641723356,19.3136918421924
12516,68.60051,110.8007,1.71501275,50.2497505668934,17.0843792710519
12517,67.02558,127.5396,1.6756395,57.8410884353741,20.6003821953576
12518,69.32334,139.7775,1.7330835,63.391156462585,21.1052110653336
12519,67.76623,123.344,1.69415575,55.9383219954648,19.4895928385504
12520,66.76197,109.2005,1.66904925,49.5240362811791,17.7777882558992
12521,67.098,117.2866,1.67745,53.191201814059,18.9034309420389
12522,68.96237,136.63,1.72405925,61.9637188208617,20.8464976277624
12523,66.68073,136.6551,1.66701825,61.9751020408163,22.3016266859749
12524,70.07508,129.9514,1.751877,58.9348752834467,19.2028260127096
12525,66.38605,126.2915,1.65965125,57.2750566893424,20.7937037850934
12526,69.05442,131.9593,1.7263605,59.8454875283447,20.0802182191634
12527,69.49012,140.5831,1.737253,63.7565079365079,21.1250809238518
12528,68.12397,128.8785,1.70309925,58.4482993197279,20.1507847328006
12529,68.40195,139.1229,1.71004875,63.0942857142857,21.576104916698
12530,69.40097,132.3228,1.73502425,60.0103401360544,19.9349426201521
12531,69.55725,143.996,1.73893125,65.3043083900227,21.5961835539606
12532,68.71036,126.5518,1.717759,57.3931065759637,19.4507014360344
12533,65.21573,116.8032,1.63039325,52.9719727891156,19.9278942551694
12534,69.36761,135.5201,1.73419025,61.4603628117914,20.4362703480413
12535,69.12651,139.0078,1.72816275,63.0420861678005,21.1086907130345
12536,66.89099,137.6137,1.67227475,62.4098412698413,22.3171027715736
12537,65.4888,134.2944,1.63722,60.9044897959184,22.7214073007605
12538,68.20845,135.3887,1.70521125,61.4007709750567,21.1162816471381
12539,66.29682,111.8809,1.6574205,50.7396371882086,18.470640057011
12540,67.53607,111.545,1.68840175,50.5873015873016,17.745568897982
12541,67.54041,125.1986,1.68851025,56.779410430839,19.9151451481946
12542,69.88988,144.1664,1.747247,65.3815873015873,21.4164189030845
12543,68.55332,110.9255,1.713833,50.3063492063492,17.1271775258631
12544,67.19021,125.038,1.67975525,56.7065759637188,20.0974709878367
12545,67.35534,131.0543,1.6838835,59.4350566893424,20.9613185716555
12546,71.49612,138.8885,1.787403,62.9879818594104,19.7157239474836
12547,68.82757,130.4426,1.72068925,59.157641723356,19.9804820540688
12548,69.11661,119.6437,1.72791525,54.2601814058957,18.1734075580258
12549,64.63422,127.7079,1.6158555,57.9174149659864,22.1821750437054
12550,64.58205,100.557,1.61455125,45.6040816326531,17.4944399522097
